UniqueCount	AmbigCount
3	22
0	0
2	164
0	0
0	1
0	0
0	0
0	17
0	12
0	4
0	3
0	3
0	10
1	21
0	0
3	6
0	5
0	0
0	19
20	91
50	311
4	3
0	62
637	260
4	262
9	239
3	14
3	0
9	33
0	0
0	6
0	0
4	224
0	83
0	96
0	69
0	54
0	28
145	30
11	0
0	4
0	2
0	2
0	4
0	0
0	0
0	0
0	0
3	1
19	13
0	10
38	2
0	174
0	136
0	236
10	166
0	15
5	20
20	58
0	111
0	22
41	75
0	124
5	24
1	1
0	28
0	74
4	4
0	1
0	1
0	0
0	81
29	340
0	0
0	9
0	0
0	4
3	4
17	7
0	4
0	4
0	2
0	0
0	4
2	8
0	0
0	0
0	10
0	0
0	0
683	4036
104	8449
3678	33787
0	0
14	284
7	0
3074	18156
5	342
0	1
1	90
314	1638
14	13
0	0
1	6
0	19
0	20
0	4
0	4
0	4
0	4
7	16
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	21
0	8
34	0
0	12
5	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	69
0	17
11	17
0	0
6	13
0	13
1	12
109	2
0	0
0	29
0	25
51	58
36	69
0	121
72	86
0	50
0	53
35	1
0	18
0	53
0	25
0	56
6	0
0	29
0	19
0	0
0	24
0	29
0	29
0	25
0	2
2	16
0	19
0	23
0	25
0	44
0	39
0	45
0	24
0	22
0	18
0	29
0	6
0	25
0	45
0	25
0	6
0	4
0	30
0	2
0	19
0	0
2	27
3	27
15	36
0	21
0	5
18	0
2	0
0	0
5	0
0	0
21	2
0	2
0	0
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	1
5	0
0	1
1	227
0	78
26	192
0	0
14	72
0	4
4	0
6	0
2	0
0	0
12	12
0	8
0	8
0	0
0	4
0	4
0	4
0	1
0	3
103	0
8	119
1	110
34	87
0	57
0	13
0	5
9	13
0	0
0	0
0	104
0	94
0	92
0	102
0	3
3	2
5	1
0	1
0	0
1	17
0	0
5	128
0	125
0	36
0	112
0	125
0	125
22	112
0	112
20	46
5	36
1	0
0	3
8	0
0	19
0	14
0	17
0	19
12	14
0	19
11	19
0	6
0	13
0	7
0	6
0	7
0	1
0	1
0	1
0	1
0	1
0	1
0	0
12	3
0	0
0	0
0	0
0	0
5	0
14	0
0	11
0	11
3	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	4
0	7
0	4
0	4
0	7
0	3
0	4
0	3
0	3
0	4
0	3
0	3
0	1
4	474
0	463
0	430
38	144
18	84
0	214
0	68
17	0
5	0
0	0
2	0
1	1
3	1
10	1
0	97
0	100
0	96
5	78
5	84
0	42
0	53
21	2
0	68
7	69
6	28
0	27
0	11
0	20
4	41
0	0
0	29
0	30
25	30
38	3
0	0
0	0
0	12
0	6
6	11
0	11
0	1
0	12
0	0
0	2
33	273
24	298
19	188
0	168
0	1
0	4
0	8
0	0
3	69
0	30
14	0
0	10
0	0
0	0
3	26
0	9
1	0
0	11
0	0
0	15
0	12
0	122
0	186
0	185
0	152
0	32
0	165
0	197
0	152
2	133
4	120
0	155
0	182
0	149
0	134
6	166
0	167
0	58
0	52
26	28
0	113
0	43
0	55
0	45
0	7
0	23
0	60
0	5
2	9
0	44
4	15
0	15
0	38
0	34
0	33
0	4
3	2
0	31
0	48
0	40
2	21
2	18
0	29
0	6
0	4
0	21
0	11
0	11
0	0
0	0
0	0
0	0
0	12
13	12
1	0
5	0
0	73
18	67
0	11
0	17
0	5
0	4
5	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
2	149
0	147
8	147
5	147
9	3
0	2
0	0
0	476
40	588
3	532
4	380
0	793
2	594
0	706
0	804
0	380
0	478
0	67
0	100
0	77
0	75
0	83
12	2
5	28
11	0
2	11
0	17
0	17
2	27
0	17
0	17
0	17
0	17
0	17
0	27
0	0
0	17
0	17
0	17
0	4
7	40
0	14
47	35
11	0
22	36
0	8
0	10
6	34
0	9
0	3
0	3
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
0	12
0	0
7	9
0	0
0	0
10	63
0	35
23	55
0	6
5	31
4	15
0	0
0	0
0	0
0	81
10	67
0	67
0	77
0	75
1	4
0	14
4	14
1	0
0	0
180	202
14	103
0	98
366	32
13	17
44	21
0	0
30	0
0	0
56	0
7	119
0	123
0	125
0	125
0	97
0	105
0	120
18	6
0	2
7	99
0	0
0	69
0	6
0	0
0	4
0	125
0	33
0	2
0	100
0	77
0	0
0	0
0	111
1	19
0	5
0	2
0	9
0	17
0	11
0	39
0	27
0	27
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	0
1	0
0	0
0	1226
1	1302
0	1186
0	1129
1	1085
0	849
0	849
0	848
0	446
0	0
1	88
0	199
0	157
0	53
15	48
2	0
0	0
0	1
96	1011
3	995
1	94
5	717
44	942
0	756
0	837
0	872
0	951
0	719
70	22
35	119
0	38
0	0
5	265
0	11
0	138
0	254
15	323
23	129
72	68
3	8
3	0
70	661
1	1
8	1
3	0
0	0
0	81
1	9
0	40
0	29
19	443
1	439
28	439
3	93
0	0
0	18
0	19
0	16
31	27
5	10
1	21
0	6
3	105
0	83
2	74
20	62
0	9
0	1843
32	2116
424	3081
5	2181
5	1391
0	2191
0	1315
0	2199
0	2167
8	1391
9	1079
0	1727
0	2165
23	2134
0	2136
8	2093
1	2107
0	1750
6	2042
0	1717
12	2029
14	1972
3	1581
0	908
59	156
22	379
0	398
6	219
0	19
2	872
66	0
0	9
0	0
0	9
0	9
0	0
0	0
0	0
0	0
0	0
12	12
0	12
0	0
0	3
0	0
0	0
0	5
0	1
0	5
0	1
0	4
9	14
0	4
0	0
41	7
0	0
0	1
3	1
0	0
0	5
0	0
0	2
0	5
5	2
0	0
0	5
0	5
0	0
0	0
3	5
0	0
0	0
9	11
0	2
0	0
0	0
0	5
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	8
0	0
0	8
0	0
0	0
0	0
10	0
0	0
0	6
0	6
0	0
0	0
0	0
0	6
0	0
0	8
0	6
0	6
7	2
0	0
33	7
3	0
0	0
0	15
0	15
0	25
0	40
0	33
37	44
0	39
0	59
0	60
4	62
4	48
0	19
0	48
0	0
0	0
0	0
0	35
885	63
16	0
0	15
7	28
0	8
8	8
2	0
4	0
6	0
0	0
1	0
0	0
8	1
0	1
8	0
0	0
0	0
0	0
4	0
0	0
10	0
5	61
0	2
12	74
0	15
3	2
0	41
3	13
17	17
0	20
6	34
0	34
0	23
0	16
0	1
0	0
0	0
0	0
4	0
0	0
0	2
1	5
0	5
0	2
0	2
15	2
0	2
0	0
0	0
0	47
0	43
0	10
0	0
0	0
0	0
1	0
0	1
0	5
8	1
0	0
0	2
0	0
0	16
0	16
0	32
0	0
31	2
0	0
38	34
0	0
0	124
0	130
52	130
0	130
0	173
29	501
0	496
28	141
0	207
101	139
213	882
0	763
0	110
9	95
0	0
3	26
48	2
0	0
4	0
0	0
0	0
0	15
0	15
0	15
0	15
0	1
0	15
0	0
0	0
0	0
4	0
0	14
0	0
0	14
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
32	8
0	8
5	0
410	0
0	0
0	0
0	0
0	0
0	0
2	0
0	1
3	2
0	1
0	1
0	1
0	1
0	2
0	1
0	0
0	0
0	0
0	10
0	5
0	10
1	10
0	10
0	5
0	0
0	5
0	0
0	0
0	0
1	0
1	0
22	0
2	0
16	0
0	3
0	3
0	3
0	0
0	0
0	0
5	3
0	0
0	74
0	79
3	40
2	4
0	33
0	9
0	5
0	2
0	0
0	3
17	3
0	3
0	3
0	3
0	3
0	3
6	39
0	39
9	19
7	19
17	1
0	15
0	7
0	6
0	0
0	11
0	8
0	0
0	10
0	7
0	5
0	7
0	7
0	2
0	2
0	2
0	5
0	10
0	2
0	0
0	5
0	0
3	0
0	0
0	7
0	2
0	15
0	24
0	21
4	32
0	19
0	0
0	30
0	0
0	34
0	28
0	27
1	33
0	14
0	14
0	22
0	21
0	21
0	26
0	14
0	5
0	7
0	1
0	28
0	20
3	0
0	21
0	0
0	0
18	4
5	8
0	8
0	2
1	2
1	2
0	0
161	28
10	28
1	12
0	0
0	0
1	124
0	150
0	150
0	141
0	131
0	150
0	150
3	148
0	121
0	148
0	140
0	149
0	141
0	117
0	125
0	121
0	0
6	91
0	32
6	91
0	11
0	5
0	58
0	40
0	23
4	15
0	3
0	31
0	30
0	27
0	28
0	28
0	29
0	28
0	28
0	2
0	0
0	89
1	87
0	91
0	89
0	84
0	87
0	84
0	84
0	87
2	27
0	2
0	0
0	0
0	0
9	21
0	11
0	0
0	0
0	0
9	0
0	0
5	13
0	13
0	0
0	0
2	2
0	2
0	2
126	55
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
4	0
2	0
0	0
0	0
0	0
2	0
0	0
0	0
11	0
0	0
22	9
2	9
0	0
0	55
0	55
9	0
7	0
0	0
3	0
0	0
5	0
0	0
0	0
3	0
3	0
0	0
0	0
0	0
8	0
0	0
0	19
2	18
0	30
0	31
0	29
0	28
0	0
0	1
44	1
0	19
2	0
0	288
0	301
0	1621
0	1614
0	1593
0	29
4	99
0	0
52	73
1	3
0	273
10	100
0	166
0	1486
0	235
0	3
0	769
0	1557
0	186
0	1770
0	287
23	1893
11	506
0	229
0	834
0	1886
0	1715
0	151
32	300
44	1496
11	232
0	0
0	1610
14	1603
19	629
0	607
0	148
39	0
14	1424
21	109
0	559
46	980
0	71
6	0
7	70
1	1220
22	1393
0	1456
4	4
0	0
0	0
0	0
0	4
0	0
0	404
773	4970
13	4941
0	4930
0	4393
0	797
0	405
0	404
0	0
1	0
3	39
0	0
3	0
0	39
0	0
0	0
0	0
0	1
13	8
0	0
0	7
1	4
10	9
0	5
0	9
0	0
8	0
0	5
0	5
1	5
0	5
0	5
0	5
2	5
0	3
0	0
11	0
6	3
0	0
0	0
16	6
0	4
2	0
0	8
0	8
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	1
0	1
0	1
0	0
0	0
3	0
0	5
0	5
0	4
5	4
0	3
0	3
0	3
0	3
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	9
0	5
0	1
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
325	66
1	24
13	18
0	1
0	9
0	0
0	0
0	0
0	0
0	0
0	0
2	58
2	21
3	16
0	10
19	42
15	31
0	23
0	9
0	366
38	364
0	71
0	34
2	32
62	18
0	18
15	19
11	0
8	18
2	0
0	18
4	18
0	12
13	0
0	5
0	44
0	61
0	42
0	42
3	36
0	37
0	45
9	44
7	20
0	28
0	47
1	28
10	18
1	30
0	10
0	2
10	37
0	19
0	27
0	2
0	10
0	8
4	8
0	0
0	6
0	4
0	4
0	6
0	4
0	4
16	6
