UniqueCount	AmbigCount
0	8
0	0
0	163
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	40
0	0
0	0
0	1
0	0
0	29
0	0
14	40
2	2
0	12
184	69
0	68
0	52
0	1
1	0
3	3
0	0
0	0
0	0
0	340
0	70
0	69
0	53
0	34
0	30
35	12
0	0
0	3
0	0
0	0
0	0
0	1
0	1
0	5
0	0
0	0
0	3
0	0
4	0
0	65
0	36
0	29
0	30
0	1
0	6
5	13
0	19
0	7
9	22
0	18
0	10
0	6
2	12
0	26
0	6
0	0
0	0
0	0
0	0
13	46
0	0
0	0
0	0
0	8
0	8
1	8
0	8
0	8
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	619
117	11683
128	39448
0	0
4	663
3	0
4522	25871
9	765
0	0
0	0
62	368
15	0
0	0
0	0
0	1
0	6
0	6
0	6
0	6
0	0
2	15
0	2
0	0
0	0
0	0
0	0
0	6
0	6
0	6
0	17
0	6
21	6
0	13
0	13
0	0
0	0
0	0
0	0
0	6
0	6
0	6
0	6
0	0
0	6
0	17
0	6
0	6
0	0
7	3
0	0
0	0
84	0
0	0
0	36
0	35
12	43
10	49
0	91
1	17
0	43
0	42
6	0
0	35
0	46
0	35
0	43
0	0
0	33
0	24
0	0
0	32
0	39
0	35
13	35
0	1
0	12
0	14
0	20
0	35
0	43
0	43
0	42
0	32
0	36
0	35
0	36
0	1
0	35
0	42
0	35
0	1
0	1
0	26
0	1
0	14
0	0
0	0
0	0
0	15
0	11
0	2
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
4	250
0	147
6	230
0	0
13	48
2	4
34	2
7	0
4	2
10	0
31	12
0	6
2	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	31
0	11
25	31
0	0
0	0
15	1577
0	1484
0	1332
0	1425
0	75
0	50
20	41
0	0
0	12
22	224
0	7
0	19
0	29
0	2
0	20
22	24
0	10
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	73
0	47
0	91
0	90
23	42
0	90
10	93
0	14
0	65
0	37
0	45
5	48
0	1
0	7
0	1
0	0
0	0
2	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
6	8
0	4
0	4
0	8
0	8
0	4
0	8
0	8
0	8
0	8
0	8
0	4
0	8
0	0
28	1441
0	1208
4	1016
9	547
5	270
0	375
0	199
126	0
0	0
0	0
0	0
0	0
0	0
4	0
3	262
6	307
0	277
0	230
11	244
0	187
0	187
0	0
0	167
0	150
0	68
0	11
0	20
0	32
0	90
0	0
0	21
0	66
10	47
5	0
0	0
0	0
0	4
0	3
0	4
0	4
0	0
0	4
0	0
0	0
20	306
52	331
0	209
0	199
0	0
0	12
0	19
0	0
33	97
0	64
12	13
0	25
0	0
0	0
6	63
0	14
0	3
0	14
0	0
13	50
0	59
0	167
0	314
0	311
0	264
0	30
0	275
0	377
0	264
2	198
0	54
6	188
0	305
0	266
0	200
0	325
0	293
0	93
0	48
0	32
0	244
0	57
0	69
0	81
0	40
0	38
0	60
0	0
0	34
0	83
0	61
0	58
0	49
0	38
0	32
0	0
0	0
0	20
0	95
3	55
4	15
0	39
0	24
0	25
0	25
0	37
0	3
0	1
0	3
0	1
0	0
0	0
4	71
127	80
0	10
4	0
2	220
34	204
0	28
0	44
0	6
0	5
6	7
0	0
0	0
0	0
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	402
0	398
30	398
6	398
0	5
0	4
0	0
0	576
29	782
0	630
11	433
0	994
0	725
0	934
0	982
0	418
0	618
0	78
0	93
0	75
0	83
0	144
3	1
0	63
8	1
0	40
0	82
0	89
5	57
0	84
0	54
0	84
0	59
0	52
0	55
0	9
0	52
0	82
0	82
0	10
101	218
0	67
12	143
4	2
14	168
0	52
0	17
20	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	4
0	0
0	9
0	0
1	0
15	109
0	38
19	95
0	21
0	29
32	7
0	0
0	0
0	0
0	357
11	279
1	308
0	305
1	296
0	0
0	27
0	43
0	0
0	0
402	682
2	411
0	271
93	80
0	0
2	0
0	0
143	0
17	0
27	0
4	121
0	113
0	126
0	122
0	99
0	114
0	121
14	3
0	4
0	120
0	9
